Plate ID,Row,Column,Genotype,Mouse,Region,Experiment Date,DOB,Cage
Cal-JB-007,B,13,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,B,14,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,B,15,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,B,16,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,B,17,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,B,18,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,B,19,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,B,20,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,B,21,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,B,22,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,B,23,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,B,24,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,C,1,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,C,2,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,C,3,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,C,4,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,C,5,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,C,6,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,C,7,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,C,8,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,C,9,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,C,10,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,C,11,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,C,12,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,C,13,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,C,14,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,C,15,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,C,16,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,C,17,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,C,18,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,C,19,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,C,20,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,C,21,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,C,22,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,C,23,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,C,24,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,D,1,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,D,2,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,D,3,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,D,4,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,D,5,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,D,6,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,D,7,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,D,8,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,D,9,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,D,10,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,D,11,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,D,12,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,D,13,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,D,14,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,D,15,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,D,16,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,D,17,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,D,18,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,D,19,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,D,20,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,D,21,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,D,22,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,D,23,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,D,24,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,E,1,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,E,2,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,E,3,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,E,4,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,E,5,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,E,6,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,E,7,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,E,8,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,E,9,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,E,10,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,E,11,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,E,12,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,E,13,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,E,14,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,E,15,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,E,16,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,E,17,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,E,18,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,E,19,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,E,20,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,E,21,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,E,22,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,E,23,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,E,24,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,F,1,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,F,2,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,F,3,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,F,4,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,F,5,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,F,6,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,F,7,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,F,8,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,F,9,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,F,10,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,F,11,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,F,12,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,F,13,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,F,14,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,F,15,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,F,16,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,F,17,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,F,18,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,F,19,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,F,20,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,F,21,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,F,22,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,F,23,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,F,24,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,G,1,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,G,2,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,G,3,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,G,4,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,G,5,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,G,6,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,G,7,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,G,8,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,G,9,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,G,10,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,G,11,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,G,12,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,G,13,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,G,14,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,G,15,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,G,16,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,G,17,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,G,18,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,G,19,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,G,20,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,G,21,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,G,22,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,G,23,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,G,24,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,H,1,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,H,2,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,H,3,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,H,4,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,H,5,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,H,6,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,H,7,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,H,8,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,H,9,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,H,10,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,H,11,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,H,12,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,H,13,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,H,14,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,H,15,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,H,16,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,H,17,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,H,18,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,H,19,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,H,20,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,H,21,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,H,22,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,H,23,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,H,24,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,I,1,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,I,2,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,I,3,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,I,4,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,I,5,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,I,6,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,I,7,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,I,8,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,I,9,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,I,10,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,I,11,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,I,12,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,I,13,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,I,14,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,I,15,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,I,16,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,I,17,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,I,18,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,I,19,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,I,20,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,I,21,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,I,22,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,I,23,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,I,24,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,J,1,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,J,2,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,J,3,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,J,4,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,J,5,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,J,6,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,J,7,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,J,8,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,J,9,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,J,10,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,J,11,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,J,12,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,J,13,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,J,14,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,J,15,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,J,16,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,J,17,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,J,18,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,J,19,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,J,20,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,J,21,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,J,22,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,J,23,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,J,24,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,K,1,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,K,2,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,K,3,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,K,4,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,K,5,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,K,6,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,K,7,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,K,8,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,K,9,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,K,10,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,K,11,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,K,12,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,K,13,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,K,14,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,K,15,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,K,16,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,K,17,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,K,18,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,K,19,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,K,20,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,K,21,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,K,22,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,K,23,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,K,24,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,L,1,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,L,2,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,L,3,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,L,4,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,L,5,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,L,6,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,L,7,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,L,8,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,L,9,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,L,10,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,L,11,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,L,12,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,L,13,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,L,14,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,L,15,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,L,16,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,L,17,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,L,18,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,L,19,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,L,20,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,L,21,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,L,22,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,L,23,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,L,24,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,M,1,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,M,2,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,M,3,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,M,4,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,M,5,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,M,6,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,M,7,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,M,8,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,M,9,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,M,10,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,M,11,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,M,12,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,M,13,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,M,14,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,M,15,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,M,16,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,M,17,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,M,18,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,M,19,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,M,20,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,M,21,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,M,22,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,M,23,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,M,24,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,N,1,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,N,2,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,N,3,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,N,4,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,N,5,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,N,6,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,N,7,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,N,8,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,N,9,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,N,10,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,N,11,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,N,12,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,N,13,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,N,14,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,N,15,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,N,16,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,N,17,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,N,18,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,N,19,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,N,20,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,N,21,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,N,22,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,N,23,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,N,24,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,O,1,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,O,2,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,O,3,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,O,4,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,O,5,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,O,6,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,O,7,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,O,8,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,O,9,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,O,10,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,O,11,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,O,12,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,O,13,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,O,14,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,O,15,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,O,16,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,O,17,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,O,18,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,O,19,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,O,20,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,O,21,,,E,#N/A,#N/A,#N/A
Cal-JB-007,O,22,,,E,#N/A,#N/A,#N/A
Cal-JB-007,O,23,,,E,#N/A,#N/A,#N/A
Cal-JB-007,O,24,,,E,#N/A,#N/A,#N/A
Cal-JB-007,P,1,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,P,2,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,P,3,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,P,4,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,P,5,ASO,4789,P,11/13/2023,5/31/2023,6
Cal-JB-007,P,6,ASO,4789,P,11/13/2023,5/31/2023,6
